Projet,Titre du projet,Descriptif,Année,Date d'Approbation Prévue,Date de Début Prévue,Date de Fin Prévue,Date d'Approbation Effective,Date de Début Effective,Date de Fin Effective,Agence de financement,Source de Financement,Agence d'Exécution (1er Niveau),Coût du Projet (USD),Engagement de GdB (USD),Décaissement du GdB (USD),Région,Province,Commune,A l’Echelle National,Secteur,Sous-Secteur,ADM2 Geonames Matches,ADM1 Geonames Matches,Country Geonames Match
BDI/000888,Réhabilitation de la centrale hydraulique Ruzizi - études (coopération financière),,Imprévu; 2013,,2015-01-01,2020-12-31,,,,Allemagne,Allemagne,Kreditanstalt für Wiederaufbau (KfW),"3,852,575",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,DISTRIBUTION D’EAU ET ASSAINISSEMENT,Distribution d’eau et assainissement – systèmes à grande échelle,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000889,Lignes de transport d'électricité entre le Burundi et le Rwanda (coopération financière),,Imprévu; 2013,,2015-01-01,2020-12-31,,,,Allemagne,Allemagne,Kreditanstalt für Wiederaufbau (KfW),"3,852,575",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,Non spécifié,Non spécifié,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000890,Ligne 220KV Kigoma-Gitega,,Imprévu; 2012,2012-11-29,2012-11-29,2016-12-31,,,,Commission de l'Union Européenne; Kreditanstalt für Wiederaufbau (KfW),Allemagne; Commission de l'Union Européenne,Ministère de l'Energie et de Mines,"24,640,125",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,PRODUCTION ET DISTRIBUTION D’ENERGIE,Transmission et distribution d’électricité,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000891,Ligne 220 KV RUSUMO FALLS-GITEGA,,Imprévu; 2014,2014-02-18,2014-02-18,2019-02-20,,,,Banque Africaine de Développement; Commission de l'Union Européenne,Banque Africaine de Développement; Commission de l'Union Européenne,Ministère de l'Energie et de Mines,"44,896,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,PRODUCTION ET DISTRIBUTION D’ENERGIE,Transmission et distribution d’électricité,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000892,Instrument de coopération Humain,Eradiquer toute forme de violence contre les enfant au Burundi,Imprévu; 2013; 2014; 2016,2013-10-31,2013-10-31,2015-10-31,2013-10-31,2013-10-31,2015-10-31,Commission des Nations Unies pour la Consolidation de la Paix,Nations Unies,WAR CHILD,"1,449,518",,,Ouest,Bubanza; Bujumbura Rural; Cibitoke,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,Droits de la personne,,"'Bubanza Province', 428514; 'Bujumbura Rural Province', 7303940; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000893,Projet de Développement des Aménagements Hydroélectrique de Jiji et Murembwe (PDAJIMU/PPF),,Imprévu; 2013; 2014; 2015; 2016,2013-05-11,2013-11-13,2016-01-11,2013-05-11,2013-05-11,2016-04-11,Banque Mondiale,Banque mondiale,Ministère de l'Energie et de Mines,"100,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,Autres multi secteurs,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000894,Trust Fund (TF 12526),To increase the use of a defined package of health services by pregnant women and children under five,Imprévu; 2012; 2013; 2014,2012-01-07,2012-01-10,2014-08-30,2012-01-07,2012-01-10,2014-08-30,Banque Mondiale,Banque mondiale,Ministère de la Santé Publique et de la Lutte contre le SIDA,"14,800,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000895,H8080-BI,To increase the use of a defined package of health services by pregnant women and children under five,Imprévu; 2012; 2013; 2014; 2015; 2016,2012-10-12,2013-01-04,2018-12-30,2012-10-12,2013-01-04,2018-12-30,Banque Mondiale,Banque mondiale,Ministère de la Santé Publique et de la Lutte contre le SIDA,"25,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000896,TF 13043,To increase the use of a defined package of health services by pregnant women and children under five,Imprévu; 2012; 2013; 2014; 2015; 2016,2012-10-12,2013-01-04,2018-12-30,2012-10-12,2013-01-04,2018-12-30,Banque Mondiale,Banque mondiale,Ministère de la Santé Publique et de la Lutte contre le SIDA,"20,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Santé de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000897,Projet de renforcement des capacités du personnel de santé des provicnes de Gitega et Mwaro en prise en charge des soins maternels et néonatals de base,"A renforcer la capacité des agents dans les institutions médicales pour la mise en œuvre des soins obstétricaux et néonatals essentiels (SONE), y compris les soins obstétricaux et néonatals d'urgence (SONU)",Imprévu; 2013,2013-02-14,2013-08-27,2017-08-27,2013-02-14,2013-08-27,2017-08-27,Japan International Cooperation Agency (JICA),Japon,Ministère de la Santé Publique et de la Lutte contre le SIDA,"4,042,118",,,Sud; Centre-Est,Mwaro; Gitega,Non spécifié,Non,SANTE,"Santé, général",,"'Province de Mwaro', 434386; 'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000898,Appui à la coordination suite à l'Incendie du Marché Central de Bujumbura,,Imprévu; 2013,2013-01-03,2013-03-03,2013-07-31,2013-01-03,2013-03-03,2013-07-31,Programme des Nations Unies pour le Développement,Nations Unies,Ministère des Finances et de la Planification du Développement Economique,"50,000",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,CONSTRUCTION,Politique de la construction et gestion administrative,,,"'Republic of Burundi', 433561"
BDI/000899,Assistance à la coordination suite aux inondations en Marie de Bujumbura,,Imprévu; 2014,2014-03-15,2014-03-15,2014-01-04,2014-03-15,2014-03-15,2014-01-04,Programme des Nations Unies pour le Développement,Nations Unies,"Ministère de la Solidarité Nationale, des Droits de la Personnes Humaine et du Genre","100,000",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,CONSTRUCTION,Politique de la construction et gestion administrative,,,"'Republic of Burundi', 433561"
BDI/000900,Aide alimentaire(blé panifiable le don japonais)(KR),Améliorer la malnutrition en procurant le blé au marché burundais et à améliorer les recette nationale,Imprévu; 2013,2013-02-13,2013-02-13,2013-12-31,,,,Japon,Japon,Ministère de l'Agriculture et de l'Elevage,"5,390,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AIDE HUMANITAIRE,Aide alimentaire d’urgence,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000901,Programme conjoint de gestion des catastrophes,,Imprévu; 2014,2014-01-01,2014-02-04,2014-12-31,2014-01-01,2014-02-04,2014-12-31,Fonds de l'Environnement pour les Nations Unies,Nations Unies,Programme des Nations Unies pour le Développement,"500,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,NON AFFECTE/ NON SPECIFIE,Secteur non spécifié,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000902,Mise en place d'un programme de volontariat,,Imprévu; 2014; 2015,2014-01-01,2014-01-01,2015-12-31,2014-01-01,2014-01-01,2014-12-31,Programme des Nations Unies pour le Développement,Nations Unies,Programme des Nations Unies pour le Développement,"500,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,NON AFFECTE/ NON SPECIFIE,Secteur non spécifié,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000903,Renforcement des capacités du secteur minier,,Imprévu; 2014; 2015,2014-01-01,2014-01-01,2015-12-31,2014-01-01,2014-01-01,2015-12-31,Programme des Nations Unies pour le Développement,Nations Unies,Programme des Nations Unies pour le Développement,"1,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,INDUSTRIES EXTRACTIVES,Prospection et exploration des minerais,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000904,"Appui au renforcement de la Gouvernance, l'Etat de doit et de la sécurité au Burundi",,Imprévu; 2013; 2014; 2015; 2016,2013-04-01,2013-04-01,2014-12-31,2013-04-01,2013-04-01,2014-12-31,Programme des Nations Unies pour le Développement; Suisse,Nations Unies; Suisse,Programme des Nations Unies pour le Développement,"5,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Développement des services légaux et judiciaires,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000905,Appui à la mise en oeuvre de la Stratégie de Bonne Gouvernance et de la Lutte contre la Corruption,,Imprévu; 2013; 2014; 2015; 2016,2013-01-01,2013-01-01,2016-12-31,2013-01-01,2013-01-01,2016-12-31,Programme des Nations Unies pour l'Environnement,Nations Unies,Programme des Nations Unies pour l'Environnement,"4,500,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Gestion financière du secteur public,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000906,Appui au Plan Nation de Réforme de l'Administration (PNRA),,Imprévu; 2013; 2014; 2015; 2016,2013-01-01,2013-01-01,2016-12-31,2013-01-01,2013-01-01,2016-12-31,Programme des Nations Unies pour le Développement,Nations Unies,Programme des Nations Unies pour le Développement,"5,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000907,Appui au dialogue politique,,Imprévu; 2013,2013-01-01,2013-01-01,2013-12-31,2013-01-01,2013-01-01,2013-12-31,Programme des Nations Unies pour le Développement,Nations Unies,Programme des Nations Unies pour le Développement,"150,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000908,Appui au cycle électoral 2015,,Imprévu; 2013; 2014; 2015; 2016,2014-01-01,2014-01-01,2015-12-31,2014-01-01,2014-01-01,2015-12-31,Belgique; Pays Bas; Programme des Nations Unies pour le Développement,Belgique; Nations Unies; Pays-Bas,Programme des Nations Unies pour le Développement,"500,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Élections,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000909,ONUFEMMES BURUNDI: PLAN STRATEGIQUE 2014-2016,Egalité des sexes et Autonomisation de la Femme.,Imprévu; 2013; 2014; 2015; 2016,2013-12-31,2014-01-01,2016-12-31,,,,ONUFEMMES,Nations Unies,"Ministère de la Solidarité Nationale, des Droits de la Personnes Humaine et du Genre","4,793,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Organisations et institutions pour l’égalité des femmes,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000910,"Expert individuel, Appui technique à la coordination nationale de la santé maternelle et infantile","Renforcer le système de la mise en place de la stratégie, de l'institution et de la politique sur la santé maternelle et infantile",Imprévu; 2012; 2013,2012-01-07,2012-07-25,2016-07-24,,2012-07-25,,Japan International Cooperation Agency (JICA),Japon,Ministère de la Santé Publique et de la Lutte contre le SIDA,"907,245",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,"Santé, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000911,Hors-projet ( carburant: don Japonais pahseII),,Imprévu; 2013,2013-03-18,2013-06-30,2014-12-31,,,,Japon,Japon,Ministère des Relations Extérieures et de la Coopération Internationale,"6,329,915",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000912,Projet de l'expansion du Lycée de NYAGIHOTORA,Aider les ONGs locales pour améliorer la qualité de vie,Imprévu; 2013,2013-02-14,2013-02-14,2014-02-14,,,,Japon,Japon,Japon,"143,967",,,Sud,Bururi,Non spécifié,Non,EDUCATION,Enseignement secondaire,,"'Bururi Province', 423327","'Republic of Burundi', 433561"
BDI/000913,Projet de construction du centre de santé Amahoro de Rugombo,Aider les ONGs locales pour améliorer la qualité de vie,Imprévu; 2013,2013-02-14,2013-02-28,2014-04-30,,,,Japon,Japon,Japon,"110,280",,,Ouest,Cibitoke,Rugombo,Non,SANTE,Infrastructure pour la santé de base,"'Commune of Rugombo', 7670613","'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000914,Projet de construction du centre de santé reproductive,,Imprévu; 2013,2013-02-14,2013-02-28,2014-04-30,,,,Japon,Japon,Japon,"116,260",,,Centre-Est,Gitega,Non spécifié,Non,SANTE,Infrastructure pour la santé de base,,"'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000915,Increasing food security and rural incomes project (Contribuer à la sécurité alimentaire et l'augmentation des revenus des ménages ruraux,Contribuer à la sécurité alimentaire et l'augmentation des revenus,Imprévu; 2013; 2014; 2015; 2016,2013-01-09,2013-09-15,2016-09-30,,,,Etats Unis d'Amérique,États Unis d'Amérique,United States Agency for International Development,"3,200,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AGRICULTURE,Développement agricole,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000916,Integrated Health Project Family Planning,,Imprévu; 2013; 2014; 2015; 2016,2013-01-12,2013-01-12,2018-12-31,,,,Etats Unis d'Amérique; Pays Bas,États Unis d'Amérique; Pays-Bas,United States Agency for International Development,"9,000,000",,,Centre-Est; Nord,Kayanza; Muyinga; Kirundo; Karuzi,Non spécifié,Non,SANTE,Politique de la santé et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Kirundo Province', 432455; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
